English,Emoji,emoji_list
right answer,[EM]check mark button[EM]memo[EM],"[':check_mark_button:', ':memo:']"
right answer,[EM]hundred points[EM],[':hundred_points:']
right answer,[EM]check mark button[EM],[':check_mark_button:']
right answer,[EM]thinking face[EM]red question mark[EM]memo[EM]light bulb[EM]pencil[EM]check mark[EM],"[':thinking_face:', ':red_question_mark:', ':memo:', ':light_bulb:', ':pencil:', ':check_mark:']"
right answer,[EM]woman raising hand[EM]thumbs up[EM]check mark button[EM],"[':woman_raising_hand:', ':thumbs_up:', ':check_mark_button:']"
right man,[EM]check mark[EM]man[EM],"[':check_mark:', ':man:']"
right man,[EM]check mark[EM]man[EM]two hearts[EM],"[':check_mark:', ':man:', ':two_hearts:']"
right man,[EM]right arrow[EM]man[EM]OK hand[EM],"[':right_arrow:', ':man:', ':OK_hand:']"
right man,[EM]thumbs up[EM]person in suit levitating[EM],"[':thumbs_up:', ':person_in_suit_levitating:']"
right man,[EM]thumbs up[EM]man[EM],"[':thumbs_up:', ':man:']"
right man,[EM]backhand index pointing right[EM]man light skin tone blond hair[EM],"[':backhand_index_pointing_right:', ':man_light_skin_tone_blond_hair:']"
right man,[EM]woman[EM]smiling face with heart-eyes[EM]man[EM]check mark[EM],"[':woman:', ':smiling_face_with_heart-eyes:', ':man:', ':check_mark:']"
right man,[EM]kiss woman man[EM]family man woman boy boy[EM],"[':kiss_woman_man:', ':family_man_woman_boy_boy:']"
right road,[EM]backhand index pointing right[EM]motorway[EM],"[':backhand_index_pointing_right:', ':motorway:']"
right road,[EM]backhand index pointing right[EM]motorway[EM],"[':backhand_index_pointing_right:', ':motorway:']"
right road,[EM]right arrow[EM]motorway[EM],"[':right_arrow:', ':motorway:']"
right road,[EM]check mark button[EM]motorway[EM],"[':check_mark_button:', ':motorway:']"
right road,[EM]check mark[EM]motorway[EM],"[':check_mark:', ':motorway:']"
right road,[EM]backhand index pointing right[EM]motorway[EM],"[':backhand_index_pointing_right:', ':motorway:']"
right road,[EM]automobile[EM]motorway[EM]check mark[EM],"[':automobile:', ':motorway:', ':check_mark:']"
right road,[EM]motorway[EM]up-right arrow[EM],"[':motorway:', ':up-right_arrow:']"
right thing,[EM]check mark[EM],[':check_mark:']
right thing,[EM]check mark[EM]thumbs up[EM],"[':check_mark:', ':thumbs_up:']"
right thing,[EM]right arrow[EM]hundred points[EM],"[':right_arrow:', ':hundred_points:']"
right thing,[EM]thumbs up[EM]check mark button[EM],"[':thumbs_up:', ':check_mark_button:']"
right thing,[EM]thumbs up[EM],[':thumbs_up:']
right thing,[EM]hundred points[EM],[':hundred_points:']
right thing,[EM]speaking head[EM]check mark[EM],"[':speaking_head:', ':check_mark:']"
right thing,[EM]grinning face[EM]thumbs up[EM],"[':grinning_face:', ':thumbs_up:']"
short holiday,[EM]shorts[EM]beach with umbrella[EM],"[':shorts:', ':beach_with_umbrella:']"
short holiday,[EM]smiling face with tear[EM]pinching hand[EM]airplane[EM]shinto shrine[EM],"[':smiling_face_with_tear:', ':pinching_hand:', ':airplane:', ':shinto_shrine:']"
short holiday,[EM]hourglass not done[EM]beach with umbrella[EM]airplane[EM]luggage[EM],"[':hourglass_not_done:', ':beach_with_umbrella:', ':airplane:', ':luggage:']"
short holiday,[EM]hourglass done[EM]beach with umbrella[EM],"[':hourglass_done:', ':beach_with_umbrella:']"
short holiday,[EM]left-right arrow[EM]desert island[EM]bottle with popping cork[EM]person getting massage[EM]person in steamy room[EM]person in lotus position[EM],"[':left-right_arrow:', ':desert_island:', ':bottle_with_popping_cork:', ':person_getting_massage:', ':person_in_steamy_room:', ':person_in_lotus_position:']"
short holiday,[EM]pinching hand[EM]beach with umbrella[EM],"[':pinching_hand:', ':beach_with_umbrella:']"
short holiday,[EM]pinching hand[EM]luggage[EM]baggage claim[EM],"[':pinching_hand:', ':luggage:', ':baggage_claim:']"
short holiday,[EM]airplane departure[EM]airplane arrival[EM],"[':airplane_departure:', ':airplane_arrival:']"
short ration,[EM]shorts[EM]cooked rice[EM],"[':shorts:', ':cooked_rice:']"
short ration,[EM]pinching hand[EM]roasted sweet potato[EM]bread[EM]egg[EM],"[':pinching_hand:', ':roasted_sweet_potato:', ':bread:', ':egg:']"
short ration,[EM]pinching hand[EM]potato[EM]roasted sweet potato[EM]cooked rice[EM],"[':pinching_hand:', ':potato:', ':roasted_sweet_potato:', ':cooked_rice:']"
short ration,[EM]cross mark button[EM]shallow pan of food[EM],"[':cross_mark_button:', ':shallow_pan_of_food:']"
short ration,[EM]fast down button[EM]cooked rice[EM]steaming bowl[EM],"[':fast_down_button:', ':cooked_rice:', ':steaming_bowl:']"
short ration,[EM]pinching hand[EM]bread[EM],"[':pinching_hand:', ':bread:']"
short ration,[EM]pinching hand[EM]sheaf of rice[EM],"[':pinching_hand:', ':sheaf_of_rice:']"
short ration,[EM]pinching hand[EM]potato[EM],"[':pinching_hand:', ':potato:']"
short hair,[EM]shorts[EM]woman light skin tone red hair[EM],"[':shorts:', ':woman_light_skin_tone_red_hair:']"
short hair,[EM]woman getting haircut[EM]right arrow[EM]woman red hair[EM],"[':woman_getting_haircut:', ':right_arrow:', ':woman_red_hair:']"
short hair,[EM]person getting haircut[EM],[':person_getting_haircut:']
short hair,[EM]pinching hand[EM]curly hair[EM],"[':pinching_hand:', ':curly_hair:']"
short hair,[EM]woman red hair[EM]woman curly hair[EM]person curly hair[EM],"[':woman_red_hair:', ':woman_curly_hair:', ':person_curly_hair:']"
short hair,[EM]woman getting haircut[EM],[':woman_getting_haircut:']
short hair,[EM]pinching hand[EM]woman getting haircut[EM],"[':pinching_hand:', ':woman_getting_haircut:']"
short hair,[EM]man curly hair[EM]woman curly hair[EM],"[':man_curly_hair:', ':woman_curly_hair:']"
short smokestack,[EM]shorts[EM]passenger ship[EM]dashing away[EM],"[':shorts:', ':passenger_ship:', ':dashing_away:']"
short smokestack,[EM]pinching hand[EM]factory[EM],"[':pinching_hand:', ':factory:']"
short smokestack,[EM]ship[EM]dashing away[EM],"[':ship:', ':dashing_away:']"
short smokestack,[EM]pinching hand[EM]factory[EM],"[':pinching_hand:', ':factory:']"
short smokestack,[EM]hot springs[EM]lungs[EM]dashing away[EM],"[':hot_springs:', ':lungs:', ':dashing_away:']"
short smokestack,[EM]pinching hand[EM]nut and bolt[EM]gear[EM],"[':pinching_hand:', ':nut_and_bolt:', ':gear:']"
short smokestack,[EM]pinching hand[EM]ship[EM],"[':pinching_hand:', ':ship:']"
short smokestack,[EM]pinching hand[EM]cigarette[EM]package[EM],"[':pinching_hand:', ':cigarette:', ':package:']"
short supply,[EM]shorts[EM]electric plug[EM],"[':shorts:', ':electric_plug:']"
short supply,[EM]pinching hand[EM]light bulb[EM]high voltage[EM],"[':pinching_hand:', ':light_bulb:', ':high_voltage:']"
short supply,[EM]cross mark[EM]pencil[EM]axe[EM]wrench[EM],"[':cross_mark:', ':pencil:', ':axe:', ':wrench:']"
short supply,[EM]cross mark button[EM]potable water[EM],"[':cross_mark_button:', ':potable_water:']"
short supply,[EM]fast down button[EM]coat[EM]woman’s clothes[EM]t-shirt[EM]jeans[EM],"[':fast_down_button:', ':coat:', ':woman’s_clothes:', ':t-shirt:', ':jeans:']"
short supply,[EM]double exclamation mark[EM]warning[EM]bread[EM],"[':double_exclamation_mark:', ':warning:', ':bread:']"
short supply,[EM]hut[EM]cross mark[EM],"[':hut:', ':cross_mark:']"
short supply,[EM]pinching hand[EM]package[EM],"[':pinching_hand:', ':package:']"
short money,[EM]shorts[EM]dollar banknote[EM],"[':shorts:', ':dollar_banknote:']"
short money,[EM]pinching hand[EM]heavy dollar sign[EM],"[':pinching_hand:', ':heavy_dollar_sign:']"
short money,[EM]cross mark[EM]money bag[EM],"[':cross_mark:', ':money_bag:']"
short money,[EM]cross mark button[EM]money bag[EM],"[':cross_mark_button:', ':money_bag:']"
short money,[EM]person shrugging[EM]money with wings[EM]money with wings[EM]money with wings[EM],"[':person_shrugging:', ':money_with_wings:', ':money_with_wings:', ':money_with_wings:']"
short money,[EM]pinching hand[EM]dollar banknote[EM],"[':pinching_hand:', ':dollar_banknote:']"
short money,[EM]money bag[EM]money with wings[EM]pensive face[EM],"[':money_bag:', ':money_with_wings:', ':pensive_face:']"
short money,[EM]pinching hand[EM]pound banknote[EM],"[':pinching_hand:', ':pound_banknote:']"
short flight,[EM]shorts[EM]airplane[EM],"[':shorts:', ':airplane:']"
short flight,[EM]smiling face with tear[EM]airplane[EM],"[':smiling_face_with_tear:', ':airplane:']"
short flight,[EM]hourglass not done[EM]airplane[EM],"[':hourglass_not_done:', ':airplane:']"
short flight,[EM]hourglass not done[EM]airplane[EM],"[':hourglass_not_done:', ':airplane:']"
short flight,[EM]hourglass not done[EM]airplane[EM]airplane departure[EM]airplane arrival[EM],"[':hourglass_not_done:', ':airplane:', ':airplane_departure:', ':airplane_arrival:']"
short flight,[EM]pinching hand[EM]airplane[EM],"[':pinching_hand:', ':airplane:']"
short flight,[EM]airplane departure[EM]pinching hand[EM]hourglass done[EM]airplane arrival[EM],"[':airplane_departure:', ':pinching_hand:', ':hourglass_done:', ':airplane_arrival:']"
short flight,[EM]airplane departure[EM]airplane arrival[EM],"[':airplane_departure:', ':airplane_arrival:']"
short month,[EM]shorts[EM]spiral calendar[EM],"[':shorts:', ':spiral_calendar:']"
short month,[EM]pinching hand[EM]calendar[EM],"[':pinching_hand:', ':calendar:']"
short month,[EM]hourglass not done[EM]spiral calendar[EM],"[':hourglass_not_done:', ':spiral_calendar:']"
short month,[EM]hourglass done[EM]spiral calendar[EM],"[':hourglass_done:', ':spiral_calendar:']"
short month,[EM]hourglass not done[EM]spiral calendar[EM]calendar[EM],"[':hourglass_not_done:', ':spiral_calendar:', ':calendar:']"
short month,[EM]SOON arrow[EM]calendar[EM],"[':SOON_arrow:', ':calendar:']"
short month,[EM]pinching hand[EM]hourglass done[EM]spiral calendar[EM],"[':pinching_hand:', ':hourglass_done:', ':spiral_calendar:']"
short month,[EM]hourglass done[EM]calendar[EM],"[':hourglass_done:', ':calendar:']"
short story,[EM]shorts[EM]open book[EM],"[':shorts:', ':open_book:']"
short story,[EM]pinching hand[EM]orange book[EM]open book[EM],"[':pinching_hand:', ':orange_book:', ':open_book:']"
short story,[EM]hourglass not done[EM]closed book[EM],"[':hourglass_not_done:', ':closed_book:']"
short story,[EM]hourglass done[EM]notebook with decorative cover[EM],"[':hourglass_done:', ':notebook_with_decorative_cover:']"
short story,[EM]watch[EM]open book[EM],"[':watch:', ':open_book:']"
short story,[EM]pinching hand[EM]speaking head[EM],"[':pinching_hand:', ':speaking_head:']"
short story,[EM]pinching hand[EM]speaking head[EM]open book[EM],"[':pinching_hand:', ':speaking_head:', ':open_book:']"
short story,[EM]hourglass done[EM]open book[EM],"[':hourglass_done:', ':open_book:']"
short life,[EM]shorts[EM]alien[EM],"[':shorts:', ':alien:']"
short life,[EM]pinching hand[EM]skull and crossbones[EM],"[':pinching_hand:', ':skull_and_crossbones:']"
short life,[EM]hourglass not done[EM]one o’clock[EM]woman white hair[EM]older person[EM],"[':hourglass_not_done:', ':one_o’clock:', ':woman_white_hair:', ':older_person:']"
short life,[EM]waving hand[EM]grinning face[EM]hourglass done[EM],"[':waving_hand:', ':grinning_face:', ':hourglass_done:']"
short life,[EM]hourglass not done[EM]anatomical heart[EM]beating heart[EM],"[':hourglass_not_done:', ':anatomical_heart:', ':beating_heart:']"
short life,[EM]family man woman girl girl[EM]backhand index pointing right[EM]skull[EM]family man woman girl[EM],"[':family_man_woman_girl_girl:', ':backhand_index_pointing_right:', ':skull:', ':family_man_woman_girl:']"
short life,[EM]baby[EM]older person[EM]coffin[EM]hourglass done[EM]pinching hand[EM],"[':baby:', ':older_person:', ':coffin:', ':hourglass_done:', ':pinching_hand:']"
short life,[EM]hourglass done[EM]coffin[EM],"[':hourglass_done:', ':coffin:']"
far journey,[EM]stopwatch[EM]world map[EM]smiling face with tear[EM],"[':stopwatch:', ':world_map:', ':smiling_face_with_tear:']"
far journey,[EM]footprints[EM]motorway[EM],"[':footprints:', ':motorway:']"
far journey,[EM]sleepy face[EM]world map[EM],"[':sleepy_face:', ':world_map:']"
far journey,[EM]hourglass not done[EM]automobile[EM]airplane[EM]railway track[EM],"[':hourglass_not_done:', ':automobile:', ':airplane:', ':railway_track:']"
far journey,[EM]railway track[EM]ship[EM]world map[EM],"[':railway_track:', ':ship:', ':world_map:']"
far journey,[EM]motorway[EM]bus[EM],"[':motorway:', ':bus:']"
far journey,[EM]world map[EM]telescope[EM],"[':world_map:', ':telescope:']"
far side,[EM]person standing[EM]globe showing Americas[EM]person standing[EM],"[':person_standing:', ':globe_showing_Americas:', ':person_standing:']"
far side,[EM]down-left arrow[EM]motorway[EM],"[':down-left_arrow:', ':motorway:']"
far side,[EM]sleepy face[EM]backhand index pointing right[EM],"[':sleepy_face:', ':backhand_index_pointing_right:']"
far side,[EM]prohibited[EM]SOON arrow[EM]straight ruler[EM],"[':prohibited:', ':SOON_arrow:', ':straight_ruler:']"
far side,[EM]left-right arrow[EM],[':left-right_arrow:']
far side,[EM]up arrow[EM],[':up_arrow:']
far side,[EM]up-right arrow[EM]up-right arrow[EM],"[':up-right_arrow:', ':up-right_arrow:']"
far trek,[EM]person walking[EM]sheaf of rice[EM]snow-capped mountain[EM]compass[EM],"[':person_walking:', ':sheaf_of_rice:', ':snow-capped_mountain:', ':compass:']"
far trek,[EM]woman walking[EM]person walking[EM]sweat droplets[EM],"[':woman_walking:', ':person_walking:', ':sweat_droplets:']"
far trek,[EM]face with spiral eyes[EM]woman walking[EM],"[':face_with_spiral_eyes:', ':woman_walking:']"
far trek,[EM]prohibited[EM]SOON arrow[EM]hiking boot[EM]person walking[EM],"[':prohibited:', ':SOON_arrow:', ':hiking_boot:', ':person_walking:']"
far trek,[EM]man climbing[EM]world map[EM],"[':man_climbing:', ':world_map:']"
far trek,[EM]man walking[EM]hiking boot[EM],"[':man_walking:', ':hiking_boot:']"
far trek,[EM]person walking[EM]backpack[EM]evergreen tree[EM]evergreen tree[EM],"[':person_walking:', ':backpack:', ':evergreen_tree:', ':evergreen_tree:']"
far country,[EM]globe showing Americas[EM]left-right arrow[EM]globe showing Asia-Australia[EM],"[':globe_showing_Americas:', ':left-right_arrow:', ':globe_showing_Asia-Australia:']"
far country,[EM]luggage[EM]airplane departure[EM]twelve-thirty[EM],"[':luggage:', ':airplane_departure:', ':twelve-thirty:']"
far country,[EM]face with spiral eyes[EM]Åland Islands[EM],"[':face_with_spiral_eyes:', ':Åland_Islands:']"
far country,[EM]prohibited[EM]SOON arrow[EM]United States[EM]Clipperton Island[EM]Côte d’Ivoire[EM]Ascension Island[EM]Åland Islands[EM],"[':prohibited:', ':SOON_arrow:', ':United_States:', ':Clipperton_Island:', ':Côte_d’Ivoire:', ':Ascension_Island:', ':Åland_Islands:']"
far country,[EM]world map[EM]left-right arrow[EM],"[':world_map:', ':left-right_arrow:']"
far country,[EM]world map[EM]passenger ship[EM]airplane departure[EM],"[':world_map:', ':passenger_ship:', ':airplane_departure:']"
far country,[EM]globe showing Americas[EM]right arrow curving up[EM]up-right arrow[EM],"[':globe_showing_Americas:', ':right_arrow_curving_up:', ':up-right_arrow:']"
average people,[EM]girl[EM]child[EM]boy[EM],"[':girl:', ':child:', ':boy:']"
average people,[EM]people holding hands[EM]women holding hands[EM]men holding hands[EM]woman gesturing OK[EM],"[':people_holding_hands:', ':women_holding_hands:', ':men_holding_hands:', ':woman_gesturing_OK:']"
average people,[EM]confused face[EM]man[EM],"[':confused_face:', ':man:']"
average people,[EM]man[EM]person[EM]woman[EM]girl[EM],"[':man:', ':person:', ':woman:', ':girl:']"
average people,[EM]man standing[EM]woman standing[EM]person standing[EM],"[':man_standing:', ':woman_standing:', ':person_standing:']"
average people,[EM]man pouting[EM]woman pouting[EM],"[':man_pouting:', ':woman_pouting:']"
average people,[EM]man[EM]person[EM]person shrugging[EM],"[':man:', ':person:', ':person_shrugging:']"
average merit,[EM]memo[EM]OK hand[EM],"[':memo:', ':OK_hand:']"
average merit,[EM]trophy[EM]trophy[EM]woman gesturing OK[EM],"[':trophy:', ':trophy:', ':woman_gesturing_OK:']"
average merit,[EM]neutral face[EM]hundred points[EM],"[':neutral_face:', ':hundred_points:']"
average merit,[EM]neutral face[EM]briefcase[EM]3rd place medal[EM],"[':neutral_face:', ':briefcase:', ':3rd_place_medal:']"
average merit,[EM]2nd place medal[EM],[':2nd_place_medal:']
average merit,[EM]man gesturing OK[EM]person gesturing OK[EM],"[':man_gesturing_OK:', ':person_gesturing_OK:']"
average merit,[EM]sports medal[EM]person shrugging[EM],"[':sports_medal:', ':person_shrugging:']"
average size,[EM]person standing[EM],[':person_standing:']
average size,[EM]t-shirt[EM]thumbs up[EM]thumbs down[EM],"[':t-shirt:', ':thumbs_up:', ':thumbs_down:']"
average size,[EM]face with raised eyebrow[EM]palms up together[EM],"[':face_with_raised_eyebrow:', ':palms_up_together:']"
average size,[EM]cross mark[EM]black large square[EM]cross mark[EM]black small square[EM],"[':cross_mark:', ':black_large_square:', ':cross_mark:', ':black_small_square:']"
average size,[EM]wavy dash[EM]balance scale[EM],"[':wavy_dash:', ':balance_scale:']"
average size,[EM]man standing[EM]person standing[EM],"[':man_standing:', ':person_standing:']"
average size,[EM]person shrugging[EM]straight ruler[EM],"[':person_shrugging:', ':straight_ruler:']"
dirty job,[EM]thumbs down[EM]memo[EM],"[':thumbs_down:', ':memo:']"
dirty job,[EM]pile of poo[EM]broom[EM],"[':pile_of_poo:', ':broom:']"
dirty job,[EM]plunger[EM]toilet[EM]broom[EM],"[':plunger:', ':toilet:', ':broom:']"
dirty job,[EM]microbe[EM]bomb[EM]man supervillain[EM]microbe[EM]supervillain[EM]bomb[EM]microbe[EM],"[':microbe:', ':bomb:', ':man_supervillain:', ':microbe:', ':supervillain:', ':bomb:', ':microbe:']"
dirty job,[EM]face vomiting[EM]nauseated face[EM]man construction worker[EM],"[':face_vomiting:', ':nauseated_face:', ':man_construction_worker:']"
dirty job,[EM]pile of poo[EM]briefcase[EM],"[':pile_of_poo:', ':briefcase:']"
dirty job,[EM]nauseated face[EM]luggage[EM],"[':nauseated_face:', ':luggage:']"
dirty job,[EM]toilet[EM]construction worker[EM]hammer and wrench[EM],"[':toilet:', ':construction_worker:', ':hammer_and_wrench:']"
dirty foot,[EM]thumbs down[EM]foot[EM],"[':thumbs_down:', ':foot:']"
